From Id	To Id	Tx	Meta
4	3	166.004	 UDP 9 > 49153
3	2	166.005	 UDP 9 > 49153
2	1	166.006	 UDP 9 > 49153
1	0	166.007	 UDP 9 > 49153
0	1	167	 UDP 49153 > 9
1	2	167.001	 UDP 49153 > 9
2	3	167.002	 UDP 49153 > 9
3	4	167.003	 UDP 49153 > 9
4	3	167.004	 UDP 9 > 49153
3	2	167.005	 UDP 9 > 49153
2	1	167.006	 UDP 9 > 49153
1	0	167.007	 UDP 9 > 49153
0	1	168	 UDP 49153 > 9
1	2	168.001	 UDP 49153 > 9
2	3	168.002	 UDP 49153 > 9
3	4	168.003	 UDP 49153 > 9
4	3	168.004	 UDP 9 > 49153
3	2	168.005	 UDP 9 > 49153
2	1	168.006	 UDP 9 > 49153
1	0	168.007	 UDP 9 > 49153
1	2	168.364	 UDP 520 > 520
1	0	168.364	 UDP 520 > 520
0	1	169	 UDP 49153 > 9
1	2	169.001	 UDP 49153 > 9
2	3	169.002	 UDP 49153 > 9
3	4	169.003	 UDP 49153 > 9
4	3	169.004	 UDP 9 > 49153
3	2	169.005	 UDP 9 > 49153
2	1	169.006	 UDP 9 > 49153
1	0	169.007	 UDP 9 > 49153
0	1	170	 UDP 49153 > 9
1	2	170.001	 UDP 49153 > 9
2	3	170.002	 UDP 49153 > 9
3	4	170.003	 UDP 49153 > 9
4	3	170.004	 UDP 9 > 49153
3	2	170.005	 UDP 9 > 49153
2	1	170.006	 UDP 9 > 49153
1	0	170.007	 UDP 9 > 49153
0	1	171	 UDP 49153 > 9
1	2	171.001	 UDP 49153 > 9
2	3	171.002	 UDP 49153 > 9
3	4	171.003	 UDP 49153 > 9
4	3	171.004	 UDP 9 > 49153
3	2	171.005	 UDP 9 > 49153
2	1	171.006	 UDP 9 > 49153
1	0	171.007	 UDP 9 > 49153
0	1	172	 UDP 49153 > 9
1	2	172.001	 UDP 49153 > 9
2	3	172.002	 UDP 49153 > 9
3	4	172.003	 UDP 49153 > 9
4	3	172.004	 UDP 9 > 49153
3	2	172.005	 UDP 9 > 49153
2	1	172.006	 UDP 9 > 49153
1	0	172.007	 UDP 9 > 49153
2	1	172.915	 UDP 520 > 520
2	3	172.915	 UDP 520 > 520
0	1	173	 UDP 49153 > 9
1	2	173.001	 UDP 49153 > 9
2	3	173.002	 UDP 49153 > 9
3	4	173.003	 UDP 49153 > 9
4	3	173.004	 UDP 9 > 49153
3	2	173.005	 UDP 9 > 49153
2	1	173.006	 UDP 9 > 49153
1	0	173.007	 UDP 9 > 49153
0	1	174	 UDP 49153 > 9
1	2	174.001	 UDP 49153 > 9
2	3	174.002	 UDP 49153 > 9
3	4	174.003	 UDP 49153 > 9
4	3	174.004	 UDP 9 > 49153
3	2	174.005	 UDP 9 > 49153
2	1	174.006	 UDP 9 > 49153
1	0	174.007	 UDP 9 > 49153
2	1	174.505	 UDP 520 > 520
2	3	174.505	 UDP 520 > 520
0	1	175	 UDP 49153 > 9
1	2	175.001	 UDP 49153 > 9
2	3	175.002	 UDP 49153 > 9
3	4	175.003	 UDP 49153 > 9
4	3	175.004	 UDP 9 > 49153
3	2	175.005	 UDP 9 > 49153
2	1	175.006	 UDP 9 > 49153
1	0	175.007	 UDP 9 > 49153
0	1	176	 UDP 49153 > 9
1	2	176.001	 UDP 49153 > 9
2	3	176.002	 UDP 49153 > 9
3	4	176.003	 UDP 49153 > 9
4	3	176.004	 UDP 9 > 49153
3	2	176.005	 UDP 9 > 49153
2	1	176.006	 UDP 9 > 49153
1	0	176.007	 UDP 9 > 49153
0	1	176.396	 UDP 520 > 520
0	1	177	 UDP 49153 > 9
1	2	177.001	 UDP 49153 > 9
2	3	177.002	 UDP 49153 > 9
3	4	177.003	 UDP 49153 > 9
4	3	177.004	 UDP 9 > 49153
3	2	177.005	 UDP 9 > 49153
2	1	177.006	 UDP 9 > 49153
1	0	177.007	 UDP 9 > 49153
0	1	178	 UDP 49153 > 9
1	2	178.001	 UDP 49153 > 9
2	3	178.002	 UDP 49153 > 9
3	4	178.003	 UDP 49153 > 9
4	3	178.004	 UDP 9 > 49153
3	2	178.005	 UDP 9 > 49153
2	1	178.006	 UDP 9 > 49153
1	0	178.007	 UDP 9 > 49153
0	1	179	 UDP 49153 > 9
1	2	179.001	 UDP 49153 > 9
2	3	179.002	 UDP 49153 > 9
3	4	179.003	 UDP 49153 > 9
4	3	179.004	 UDP 9 > 49153
3	2	179.005	 UDP 9 > 49153
2	1	179.006	 UDP 9 > 49153
1	0	179.007	 UDP 9 > 49153
