From Id	To Id	Tx	Meta
3	7	101.004	 UDP 49153 > 9
7	4	101.005	 UDP 9 > 49153
4	5	101.006	 UDP 9 > 49153
5	1	101.007	 UDP 9 > 49153
1	0	101.008	 UDP 9 > 49153
0	1	102	 UDP 49153 > 9
1	2	102.001	 UDP 49153 > 9
2	4	102.002	 UDP 49153 > 9
4	3	102.003	 UDP 49153 > 9
3	7	102.004	 UDP 49153 > 9
7	4	102.005	 UDP 9 > 49153
4	5	102.006	 UDP 9 > 49153
5	1	102.007	 UDP 9 > 49153
1	0	102.008	 UDP 9 > 49153
3	4	102.184	 UDP 520 > 520
3	7	102.184	 UDP 520 > 520
3	4	102.195	 UDP 520 > 520
3	7	102.195	 UDP 520 > 520
0	1	103	 UDP 49153 > 9
1	2	103.001	 UDP 49153 > 9
2	4	103.002	 UDP 49153 > 9
4	3	103.003	 UDP 49153 > 9
3	7	103.004	 UDP 49153 > 9
7	4	103.005	 UDP 9 > 49153
4	5	103.006	 UDP 9 > 49153
5	1	103.007	 UDP 9 > 49153
1	0	103.008	 UDP 9 > 49153
2	1	103.544	 UDP 520 > 520
2	4	103.544	 UDP 520 > 520
0	1	104	 UDP 49153 > 9
1	2	104.001	 UDP 49153 > 9
2	4	104.002	 UDP 49153 > 9
4	3	104.003	 UDP 49153 > 9
3	7	104.004	 UDP 49153 > 9
7	4	104.005	 UDP 9 > 49153
4	5	104.006	 UDP 9 > 49153
5	1	104.007	 UDP 9 > 49153
1	0	104.008	 UDP 9 > 49153
0	1	105	 UDP 49153 > 9
1	2	105.001	 UDP 49153 > 9
2	4	105.002	 UDP 49153 > 9
4	3	105.003	 UDP 49153 > 9
3	7	105.004	 UDP 49153 > 9
7	4	105.005	 UDP 9 > 49153
4	5	105.006	 UDP 9 > 49153
5	1	105.007	 UDP 9 > 49153
1	0	105.008	 UDP 9 > 49153
0	1	106	 UDP 49153 > 9
1	2	106.001	 UDP 49153 > 9
2	4	106.002	 UDP 49153 > 9
4	3	106.003	 UDP 49153 > 9
3	7	106.004	 UDP 49153 > 9
7	4	106.005	 UDP 9 > 49153
4	5	106.006	 UDP 9 > 49153
5	1	106.007	 UDP 9 > 49153
1	0	106.008	 UDP 9 > 49153
2	1	106.622	 UDP 520 > 520
2	4	106.622	 UDP 520 > 520
0	1	107	 UDP 49153 > 9
1	2	107.001	 UDP 49153 > 9
2	4	107.002	 UDP 49153 > 9
